Name,Economic Sector,2013,2014,2015,2016,2017,2018
767,Financials,303.25,306.03,945.91,2167.26,1489.99,251.56
8400,Consumer Cyclicals,,,,,204.0,131.0
899,Industrials,336.0,739.6,2255.65,1255.77,678.77,608.93
292,Consumer Cyclicals,1534.34,2072.91,2151.43,2151.43,988.84,726.49
129,Financials,2396.71,2224.66,1818.81,2085.26,2507.59,1794.9
679,Industrials,211.1,285.73,294.26,490.43,716.46,533.08
707,Consumer Cyclicals,351.45,302.08,559.91,789.21,2469.48,1940.31
8620,Industrials,,,,,,
8193,Financials,120.83,617.74,3692.05,3109.1,262.33,233.18
8025,Financials,921.02,431.65,449.27,332.99,369.98,290.7
73,Consumer Non-Cyclicals,2661.73,1099.68,1112.18,749.78,749.78,749.78
1993,Consumer Cyclicals,,,2472.8,1416.8,1271.6,1852.4
271,Real Estate,1060.2,1085.15,1708.8,3404.24,2271.13,4256.82
105,Real Estate,7847.99,8280.0,8100.0,7740.0,8820.0,8136.0
8333,Financials,,,,376.0,236.0,176.0
8043,Technology,,,,,,93.2
8148,Technology,192.5,486.0,413.28,136.99,151.32,225.26
6118,Healthcare,,1066.17,666.36,594.59,1455.73,2901.21
2031,Consumer Cyclicals,,,,337.5,307.5,266.25
720,Consumer Cyclicals,556.38,835.46,1639.24,626.34,584.59,302.73
771,Technology,314.52,405.42,570.56,508.64,637.02,732.75
2080,Real Estate,,284.47,667.77,488.23,749.97,292.49
595,Technology,534.07,367.15,266.67,401.93,501.26,322.58
8419,Consumer Cyclicals,,,,,252.0,116.0
232,Real Estate,1593.76,4139.69,4360.47,2539.01,2594.21,1804.85
260,Financials,946.9,1546.9,1634.53,861.84,635.98,309.07
1780,Industrials,,,,,,
1705,Consumer Non-Cyclicals,,,,,,376.0
1761,Consumer Cyclicals,,,,,,11599.92
1397,Industrials,,527.05,415.0,369.35,298.8,253.15
1958,Consumer Cyclicals,,18001.64,16301.35,14494.76,21385.02,10410.45
2100,Technology,,1797.47,1686.62,1131.26,1439.47,1263.8
8525,Financials,,,,,,148.5
2293,Industrials,,340.0,388.0,528.0,624.0,596.0
30,Consumer Non-Cyclicals,246.65,256.25,390.35,520.78,1579.96,1154.22
1963,Financials,6341.41,6931.58,11037.36,10374.16,9821.51,7058.22
2139,Financials,,,,,,6995.45
6199,Financials,,,,,,
6190,Financials,,,,,,4318.09
3866,Financials,,,8504.34,10313.75,12870.15,13751.67
1578,Financials,,,,11999.27,11999.27,9228.85
6196,Financials,,,5623.2,7104.24,6982.8,5783.58
8151,Basic Materials,,,,,,79.8
1121,Consumer Cyclicals,537.27,567.68,832.71,1073.22,563.71,547.71
2355,Industrials,1604.82,1278.56,3208.83,3490.52,1290.36,921.86
8432,Consumer Cyclicals,,,,,137.6,84.28
8460,Industrials,,,,,220.0,1700.0
483,Consumer Cyclicals,953.22,1021.89,653.94,477.59,613.52,470.25
1338,Consumer Non-Cyclicals,1397.27,873.29,1892.68,1201.49,790.45,553.32
1194,Basic Materials,5177.36,2899.15,1628.11,3127.03,875.57,1079.83
2009,Basic Materials,7893.33,7589.29,6162.64,6267.89,8302.61,5776.75
863,Consumer Cyclicals,802.13,592.34,834.22,548.86,694.89,2014.38
8412,Consumer Cyclicals,,,,,197.6,144.0
706,Industrials,1220.73,926.51,834.92,588.12,615.69,231.61
8275,Industrials,,,,,396.0,85.8
8095,Technology,315.12,324.82,1008.38,1035.53,1119.89,515.83
1329,Real Estate,1034.0,624.0,606.0,2596.15,1875.0,1538.46
2868,Real Estate,2694.79,3001.02,3623.68,2970.4,4144.27,2868.32
1858,Healthcare,,,274.14,240.78,248.06,401.62
6188,Consumer Cyclicals,,1102.04,986.9,822.42,954.0,822.42
1250,Utilities,217.6,448.0,11155.84,8459.91,16834.21,7051.31
154,Industrials,1461.98,3755.11,2653.87,2085.5,1635.39,1005.24
3718,Industrials,,,,,,
2389,Healthcare,1078.99,2638.51,4120.14,2592.61,2328.57,1400.18
6828,Utilities,574.89,2026.49,3110.81,5877.24,5019.9,2921.87
814,Consumer Non-Cyclicals,515.51,357.03,353.39,300.56,408.04,273.24
1000,Consumer Cyclicals,265.17,260.78,286.58,208.62,186.66,81.25
588,Real Estate,1237.28,1746.34,1809.97,1682.71,2015.01,1576.65
925,Real Estate,3808.3,4386.84,4330.61,2537.47,2227.09,1679.61
3613,Healthcare,8449.39,8947.4,8270.54,8772.8,8890.0,10313.07
1599,Industrials,,1415.97,1947.44,1862.1,1761.23,1055.19
2339,Consumer Cyclicals,919.41,1381.83,1816.14,1114.22,706.44,447.98
579,Utilities,7997.77,7946.67,6484.67,5682.93,4951.93,5348.08
1803,Industrials,1144.0,637.42,675.26,1588.79,3682.89,3658.0
1987,Industrials,,,,,,
1488,Consumer Cyclicals,750.75,445.5,1089.0,1658.25,1898.77,1723.5
8617,Industrials,,,,,,
2360,Consumer Non-Cyclicals,,,,,,
2111,Consumer Cyclicals,,4136.23,3778.72,6129.14,4995.96,2048.25
3358,Consumer Cyclicals,,,,,3609.11,3619.7
926,Consumer Non-Cyclicals,737.63,1302.62,1488.62,740.74,912.92,749.9
1775,Academic & Educational Services,,,,,,255.0
1693,Industrials,,,,,1062.0,354.6
1552,Industrials,,,,,268.0,300.0
1522,Technology,1030.53,3369.41,2718.54,3369.53,1431.25,1113.07
8220,Consumer Cyclicals,921.66,835.36,872.49,554.29,246.35,140.28
2886,Utilities,2847.87,3898.13,2877.15,2348.7,2031.62,1467.93
3316,Real Estate,,,,,,
8247,Healthcare,180.0,186.43,237.22,171.64,131.14,106.07
2309,Consumer Cyclicals,598.71,648.63,648.63,2989.25,1707.73,1050.79
888,Consumer Cyclicals,1037.26,827.81,628.34,578.47,1496.05,1362.59
1372,Industrials,208.0,432.0,840.0,1840.0,866.0,488.0
364,Consumer Cyclicals,2508.29,1167.54,997.39,1446.16,260.67,107.82
3329,Financials,,,,,7246.13,4074.24
710,Technology,2706.56,1724.83,1804.63,2381.58,3786.15,1676.2
1685,Industrials,5528.46,5366.93,10801.81,2390.95,1152.92,487.47
1246,Real Estate,456.5,290.5,473.1,783.35,1306.66,707.77
1758,Academic & Educational Services,,,,,,1647.02
1190,Consumer Cyclicals,3378.95,3157.75,1977.38,401.07,163.54,112.43
8601,Industrials,,,,,,488.0
653,Consumer Cyclicals,5075.56,2895.14,1638.03,1194.4,921.39,702.99
1906,Consumer Cyclicals,,,,,,
8118,Consumer Cyclicals,,,,,125.0,91.5
8140,Industrials,,,,,,1248.0
1698,Consumer Cyclicals,3486.0,3486.0,3486.0,3486.0,3486.0,3486.0
592,Consumer Cyclicals,956.26,1026.47,965.35,687.34,688.35,451.53
434,Technology,5870.96,4312.97,2486.47,2717.4,2487.67,876.75
2203,Technology,,,380.0,560.0,672.0,760.0
933,Energy,18672.63,17270.0,26406.88,22361.04,15262.95,15262.95
1008,Industrials,3096.01,2247.59,2712.44,1865.78,1661.96,1411.1
159,Basic Materials,4105.13,2933.69,1165.1,1123.19,947.16,1649.16
1428,Financials,1599.41,2736.09,4071.73,4327.34,4056.54,2579.89
240,Industrials,186.28,416.03,434.66,409.82,720.29,993.5
24,Basic Materials,2476.82,1376.01,1398.89,1254.14,1690.76,725.57
1224,Real Estate,5047.03,3494.1,6263.5,5849.38,6716.43,7337.61
1486,Consumer Cyclicals,212.4,275.4,404.61,644.4,761.01,749.48
8430,Industrials,,,,,211.2,275.2
1463,Technology,,,,,,
3309,Healthcare,,,,,,5206.61
1028,Consumer Cyclicals,5320.0,4820.0,7349.46,4797.87,5441.74,934.65
1566,Consumer Cyclicals,,,3527.27,3028.35,2760.18,2474.97
2112,Basic Materials,2775.0,2025.0,3045.0,2520.0,2640.0,2175.0
2030,Consumer Cyclicals,1763.16,2040.43,2965.49,1437.19,1508.02,1303.76
2662,Technology,348.62,581.04,1355.75,2132.71,7087.5,9618.76
1381,Utilities,,4740.0,6740.0,7791.12,11319.08,10114.32
1075,Technology,394.99,472.44,580.87,565.38,387.25,247.84
3989,Utilities,3165.83,1963.57,3901.26,3859.58,5074.63,2472.99
193,Consumer Cyclicals,424.47,431.87,425.7,322.6,295.39,342.03
8239,Financials,295.15,532.61,415.66,249.22,139.22,76.77
2324,Financials,136.25,209.32,400.7,172.18,129.48,107.44
469,Industrials,228.03,223.81,249.14,371.61,367.38,392.72
699,Industrials,,24565.28,30738.74,17680.24,14885.52,12352.12
996,Real Estate,3189.73,16396.86,14882.38,16877.74,9555.11,3447.34
837,Basic Materials,1120.0,1087.5,1090.0,960.0,1218.7,1154.03
126,Consumer Cyclicals,2093.93,1299.88,1003.11,965.49,1141.4,1093.67
643,Consumer Cyclicals,289.12,547.2,1047.09,752.6,662.61,400.84
2223,Consumer Cyclicals,252.99,305.2,901.93,323.04,292.03,258.43
510,Financials,341.25,1099.4,1364.34,1757.1,1081.36,272.57
1981,Academic & Educational Services,,,,,,
8428,Consumer Cyclicals,,,,,163.2,240.0
8235,Industrials,52.25,75.24,89.87,77.33,67.92,39.71
138,Consumer Cyclicals,527.35,715.86,957.25,939.3,857.87,621.52
1202,Industrials,163.2,217.6,206.4,248.0,212.8,128.0
759,Consumer Non-Cyclicals,2344.99,1592.2,985.96,632.88,359.74,399.71
2228,Consumer Cyclicals,3004.75,2725.24,2142.92,1397.56,1397.56,1397.56
1520,Consumer Cyclicals,216.0,1374.0,1284.0,664.0,1352.0,338.0
1049,Consumer Cyclicals,235.51,288.16,415.61,423.92,257.68,114.71
959,Consumer Cyclicals,392.56,248.06,252.51,326.62,203.88,141.78
1959,Consumer Cyclicals,,,,,,
1375,Financials,,4914.58,5300.12,5300.12,4112.59,1984.31
475,Energy,642.98,611.01,640.3,498.38,412.57,452.17
1735,Industrials,,,,,,564.96
139,Financials,231.85,383.16,4992.25,1470.28,1716.75,632.82
1155,Technology,677.85,599.93,522.02,405.15,366.19,244.02
355,Real Estate,1926.22,1794.14,1730.06,1730.06,2370.82,2274.71
162,Consumer Cyclicals,1861.13,1636.9,1332.27,569.35,358.69,350.66
2113,Industrials,,,,383.87,560.46,468.33
79,Consumer Non-Cyclicals,130.55,156.39,288.03,241.57,210.6,123.88
1450,Technology,,1190.0,1120.0,581.57,372.41,193.86
509,Basic Materials,2106.54,2121.12,3595.4,1287.43,994.1,888.74
2163,Basic Materials,,,,,,
1164,Energy,2066.2,2499.44,2782.16,3894.4,4158.43,1584.16
1811,Utilities,,8581.64,7294.39,4934.44,4719.9,4634.09
6168,Industrials,1948.8,2249.75,1950.96,1679.98,2126.75,1877.71
1629,Basic Materials,,,,565.0,960.0,920.0
92,Energy,892.67,981.43,816.8,911.78,429.29,170.96
1292,Industrials,484.0,439.45,442.75,339.9,276.1,199.65
3991,Technology,586.25,1411.01,1934.69,1338.28,1221.91,930.98
1006,Consumer Non-Cyclicals,5514.55,3441.36,2764.56,2179.53,2139.38,1743.62
1039,Technology,400.0,560.0,1486.74,2841.74,2266.89,1231.45
2017,Industrials,,,,,909.2,587.58
1588,Technology,,781.0,938.3,528.0,613.8,432.85
682,Consumer Non-Cyclicals,3620.43,3620.43,816.24,763.95,938.48,233.99
951,Consumer Cyclicals,4111.63,3287.3,5614.73,7345.45,5284.73,3356.97
2289,Consumer Non-Cyclicals,,,203.84,236.6,260.4,226.8
57,Industrials,1525.89,1336.73,1147.57,1216.93,1494.36,1601.55
1593,Academic & Educational Services,,,,,,
2286,Real Estate,,,930.0,925.0,900.0,770.0
1785,Industrials,,,,,,
131,Real Estate,3237.53,3147.2,2827.33,2768.31,2460.55,2516.42
25,Industrials,3934.98,3950.72,4015.64,3592.94,3925.07,3339.33
954,Basic Materials,225.95,150.63,192.88,205.74,161.66,141.45
8423,Industrials,,,,,1312.0,2880.0
9913,Industrials,,,,,,
3839,Basic Materials,,,649.94,534.39,584.95,457.36
449,Consumer Cyclicals,1543.45,1383.2,1012.1,868.72,1071.14,632.56
976,Industrials,2998.04,2938.44,8212.62,8617.01,6468.76,3178.2
8170,Consumer Cyclicals,,1685.92,1184.26,1229.49,1003.33,3700.8
48,Consumer Cyclicals,979.2,366.34,456.19,388.18,238.88,121.43
334,Technology,155.95,155.95,2065.8,1462.59,2312.84,1043.36
798,Real Estate,,3120.0,3960.0,6560.0,5784.99,3275.83
1237,Consumer Cyclicals,800.0,955.5,900.84,324.3,895.62,247.07
8116,Consumer Non-Cyclicals,305.58,284.18,849.52,454.67,287.95,72.75
8128,Energy,1175.64,1045.56,1069.92,647.18,595.98,382.56
1719,Industrials,364.89,359.0,523.79,1811.32,1759.57,1621.56
1503,Real Estate,,,,,,
464,Consumer Cyclicals,155.82,307.25,539.23,824.45,574.88,846.73
527,Utilities,2129.57,1486.79,1439.31,1637.22,1187.43,1007.52
8623,Industrials,,,,,,
6166,Real Estate,,5486.09,5240.45,5109.43,6321.29,6076.55
893,Basic Materials,2220.25,1514.75,498.0,664.0,595.99,730.93
1598,Academic & Educational Services,,,,,,1151.31
8087,Consumer Cyclicals,204.0,180.0,599.04,650.88,178.56,126.72
31,Industrials,2683.97,2869.07,3239.27,3023.32,2899.92,1511.66
149,Real Estate,200.67,368.97,442.07,1465.81,865.92,308.54
1848,Financials,,6736.48,4847.39,5687.45,5540.72,5350.42
633,Technology,4398.41,4651.54,4738.43,4789.3,4479.38,621.28
2068,Industrials,1350.23,878.85,810.94,766.99,1338.24,842.89
6898,Basic Materials,620.0,769.24,1123.46,1027.04,1074.31,1046.28
2011,Consumer Cyclicals,224.1,240.7,981.69,887.0,525.23,283.53
1572,Financials,,,,1280.0,1632.0,2112.0
63,Real Estate,342.11,637.86,1395.46,1494.12,1268.6,704.78
8090,Financials,2726.89,1382.88,1427.63,1759.22,1775.39,1131.4
526,Consumer Cyclicals,1378.4,1420.17,1809.74,3207.14,7040.76,7544.02
164,Technology,533.04,975.7,1927.08,7488.15,4106.1,891.37
39,Consumer Non-Cyclicals,579.65,845.88,3551.7,1985.43,2065.02,893.14
370,Technology,216.42,656.55,1289.82,1343.94,726.46,1001.6
3978,Academic & Educational Services,,,,,,2077.7
274,Basic Materials,455.47,455.47,455.47,508.8,350.9,473.71
8255,Financials,1099.2,379.2,412.8,350.4,249.6,199.2
8037,Healthcare,68.86,132.74,149.79,283.81,856.37,1823.93
3983,Basic Materials,8589.35,4870.25,3736.81,3807.65,4374.37,4356.66
2377,Industrials,,,,,,1768.83
3318,Consumer Non-Cyclicals,704.24,597.34,1720.36,1633.6,1413.35,2335.15
1069,Basic Materials,471.59,1269.8,551.98,636.37,343.91,683.5
1859,Consumer Cyclicals,,,,,,
8026,Technology,132.36,226.52,444.37,275.48,363.29,420.78
8270,Energy,655.41,433.76,237.51,195.28,88.41,69.93
217,Industrials,1452.22,2371.96,5169.77,3369.06,2962.45,987.48
2371,Academic & Educational Services,1018.68,1146.48,949.11,711.84,506.03,347.8
1969,Academic & Educational Services,,,,,,1812.0
2349,Real Estate,1226.76,1472.11,1165.42,1072.57,1294.56,940.09
8078,Consumer Cyclicals,167.78,159.72,1743.9,4205.52,3315.04,163.18
1798,Utilities,4101.75,2576.1,2426.04,1775.76,2326.0,2351.01
661,Basic Materials,3378.94,2269.96,2541.17,2415.9,1771.66,948.46
8120,Consumer Cyclicals,74.24,163.89,110.47,88.45,109.3,57.54
1606,Financials,,,,6982.36,6394.74,6913.23
8175,Consumer Cyclicals,598.73,527.78,467.26,837.45,1008.89,331.77
8280,Technology,,,,719.2,524.56,124.18
3818,Consumer Cyclicals,7308.04,7640.23,10242.34,7750.95,8228.47,7063.34
871,Industrials,2008.0,1240.62,1848.1,517.32,406.47,246.54
476,Basic Materials,956.14,2425.39,1371.24,1222.66,817.03,493.53
8055,Industrials,146.89,1864.28,883.53,1156.74,1176.75,937.82
802,Technology,292.39,250.62,406.01,1523.42,1070.05,529.54
8166,Healthcare,355.29,470.83,652.13,678.04,543.22,185.73
85,Technology,2351.27,3795.86,6089.62,3166.6,2780.93,1278.82
1185,Utilities,2778.29,3844.71,3014.6,2534.02,1638.37,790.79
228,Energy,617.85,1416.3,1473.33,826.96,950.53,893.5
3996,Industrials,,,14432.0,12782.16,12967.4,9169.81
986,Basic Materials,4149.41,715.63,505.21,181.5,207.03,227.14
646,Industrials,427.55,457.56,475.06,810.1,536.6,193.47
1130,Industrials,275.0,187.63,350.74,417.5,283.42,285.12
379,Financials,5065.66,2336.16,2264.65,1144.24,691.31,369.49
1257,Utilities,,,,,14875.77,11508.05
875,Consumer Non-Cyclicals,336.39,341.28,1205.8,1931.41,360.36,98.59
605,Financials,1908.74,1886.55,2047.96,2496.04,3061.22,2446.9
721,Financials,2470.14,3737.31,10957.63,4882.38,2545.42,1667.69
1269,Consumer Cyclicals,710.4,768.0,1929.83,10414.42,14428.05,22369.67
506,Consumer Non-Cyclicals,9202.86,7468.58,9566.5,9202.86,12783.3,8000.05
2399,Consumer Cyclicals,,1550.4,1656.0,3751.02,2943.11,3803.92
290,Financials,293.98,512.76,406.79,1291.75,1197.55,722.76
110,Technology,325.15,348.21,241.3,316.18,279.92,144.09
8506,Industrials,,,,,,100.0
1191,Industrials,206.8,501.86,808.97,1060.63,661.55,640.98
1851,Academic & Educational Services,,,,,,
3300,Consumer Cyclicals,1364.13,1810.15,1792.05,1484.32,1629.13,959.38
8281,Consumer Non-Cyclicals,,,,375.0,295.0,295.0
904,Consumer Non-Cyclicals,689.55,844.3,524.61,1277.38,208.27,59.89
6183,Consumer Non-Cyclicals,,,1350.0,1955.2,1472.75,1206.85
1253,Industrials,,2953.77,5555.11,4265.53,5013.8,1804.97
359,Consumer Non-Cyclicals,478.8,510.3,612.38,517.69,425.63,270.86
3788,Basic Materials,3568.5,2360.7,6990.6,1994.7,2525.4,1827.83
3836,Consumer Cyclicals,6007.35,7112.54,8619.08,4380.45,8770.17,4489.72
8225,Healthcare,86.04,96.1,227.9,182.14,237.27,179.69
348,Consumer Cyclicals,5446.6,5046.98,2189.02,1260.48,511.29,519.8
591,Industrials,1265.75,1265.75,1265.75,1265.75,1265.75,1265.75
658,Energy,6884.57,7898.45,10204.21,14799.38,22076.43,12264.68
8646,Consumer Cyclicals,,,,,,
1101,Energy,8469.99,6548.23,2649.34,966.36,657.43,588.64
1290,Financials,1722.4,1302.05,881.7,1066.25,1597.58,1010.71
1886,Consumer Non-Cyclicals,9961.36,7343.59,9039.7,6919.75,5770.91,5396.87
6058,Financials,,,,5280.0,5400.0,4680.0
8178,Technology,129.38,331.54,873.31,811.13,776.85,536.94
600,Real Estate,747.23,525.2,401.37,358.67,256.19,175.07
1217,Industrials,355.95,279.18,664.12,486.46,332.84,230.43
264,Consumer Cyclicals,178.53,258.23,793.22,417.48,325.3,524.3
810,Financials,68.24,260.69,142.2,156.96,103.73,142.82
1226,Financials,203.55,315.8,555.09,575.7,158.04,112.88
204,Financials,1130.0,1585.08,1322.64,285.71,176.44,194.08
132,Consumer Cyclicals,653.58,736.3,1421.23,1044.52,1181.51,719.18
1763,Healthcare,,,,,,1239.52
1900,Technology,3046.05,1703.65,1190.9,893.17,860.09,347.34
1027,Consumer Cyclicals,,,20550.0,14174.99,420.0,147.65
1380,Basic Materials,535.65,643.09,546.02,118.0,192.58,303.03
1586,Energy,,,,684.0,636.0,576.0
1234,Consumer Cyclicals,5741.54,5875.25,6914.16,5282.77,7554.42,7903.4
931,Energy,3561.37,16915.41,17197.42,10206.05,7188.63,6716.11
1863,Consumer Cyclicals,1168.08,1168.08,1168.08,1168.08,1168.08,1168.08
1371,Consumer Cyclicals,3803.44,4902.27,3114.11,2138.83,1308.96,780.78
2023,Consumer Non-Cyclicals,332.0,428.0,864.0,854.4,792.0,688.52
67,Basic Materials,8517.86,7004.82,7004.82,7004.82,7004.82,7004.82
1829,Industrials,5694.85,5395.12,5168.05,4468.68,4604.93,3369.68
1317,Academic & Educational Services,,3254.96,5180.38,6994.26,12637.01,10367.55
383,Financials,992.94,1861.4,7964.04,5647.23,3040.81,2867.05
133,Financials,1663.48,2117.43,1965.1,1754.88,1977.28,1444.12
978,Real Estate,9319.98,5591.99,7652.2,5493.88,7063.57,5395.78
1636,Basic Materials,,3031.41,6020.71,6869.36,11915.13,11427.52
245,Financials,217.63,634.79,27480.91,23142.97,9835.76,5988.24
1117,Consumer Non-Cyclicals,20274.82,10668.41,10662.58,10132.1,9258.42,4782.49
26,Real Estate,2963.65,4129.82,3534.03,4041.48,4571.58,4313.32
745,Consumer Cyclicals,7521.35,1360.55,647.75,372.95,206.1,157.03
8071,Technology,695.34,259.39,355.68,271.44,856.43,373.68
1321,Real Estate,,6517.5,16928.12,3472.24,3138.42,1834.97
2001,Academic & Educational Services,,,,,5781.64,4894.36
1278,Real Estate,3058.77,3052.3,2855.37,3938.44,3052.3,1969.22
1258,Basic Materials,7745.66,7326.98,5861.58,4884.65,7606.1,6838.51
1011,Healthcare,1017.04,1374.09,3926.15,2306.2,2976.88,1365.49
611,Industrials,1355.05,1156.75,1982.92,1575.0,1785.81,735.33
8047,Industrials,318.11,273.93,142.7,594.3,1682.55,2324.28
651,Industrials,341.58,1829.96,2810.12,2592.6,831.85,395.47
715,Real Estate,5560.24,6098.33,11192.23,12429.84,9201.3,6295.63
603,Utilities,7151.02,5193.58,3087.61,3553.66,4951.83,3094.74
8132,Industrials,1147.79,915.33,1581.18,591.81,393.12,96.42
581,Basic Materials,3664.28,3400.45,3400.45,3400.45,20581.1,17347.16
1871,Academic & Educational Services,,,,,,
1146,Consumer Cyclicals,3858.9,3273.18,2342.91,1395.41,1050.86,775.23
1736,Technology,,,2443.07,2576.52,615.4,287.19
1532,Consumer Cyclicals,,,468.86,718.42,378.12,359.09
3348,Industrials,,,,,,
1345,Consumer Non-Cyclicals,4466.66,8133.34,3733.34,3733.34,3185.86,1310.17
8117,Technology,113.48,919.41,865.73,893.66,800.57,665.59
1838,Real Estate,3581.97,2170.89,2894.52,3256.34,3057.34,1989.99
736,Real Estate,141.58,354.96,529.48,665.49,194.3,121.44
1094,Technology,4572.99,2066.32,2923.37,940.05,278.79,111.67
1699,Consumer Non-Cyclicals,912.0,1040.0,576.0,736.0,576.0,746.16
866,Energy,1371.75,561.17,558.21,526.11,483.72,648.29
3969,Technology,,,10139.32,11005.59,12049.06,10789.03
769,Basic Materials,1806.45,1672.64,1545.52,1428.44,1334.77,772.76
8158,Healthcare,2890.76,3216.48,7212.78,4484.38,2901.66,1318.94
1508,Financials,,,15830.21,12290.12,11889.36,10687.07
987,Utilities,525.47,565.53,553.75,765.82,574.59,498.73
269,Industrials,9555.96,4834.71,1228.94,945.33,1473.59,558.18
1515,Healthcare,10355.33,11922.81,7553.89,12863.03,12785.23,6638.98
3963,Financials,,,,540.39,375.38,183.57
1365,Consumer Cyclicals,,3760.66,3009.79,3076.04,3227.48,2811.03
153,Industrials,1664.0,1056.0,1548.88,1188.15,1305.22,862.38
910,Real Estate,377.88,274.82,428.72,936.99,1783.56,1961.92
2198,Basic Materials,3932.69,2462.9,1350.62,1549.24,3558.1,2237.2
1676,Consumer Non-Cyclicals,,,,,730.0,255.0
1432,Consumer Non-Cyclicals,,15441.19,11628.55,13661.95,8006.54,2255.81
2877,Healthcare,8782.73,9742.06,8170.76,7277.6,6028.83,6293.46
750,Industrials,5396.23,7510.27,3871.49,3086.07,2827.51,1793.26
974,Consumer Non-Cyclicals,,,946.89,967.22,848.13,435.69
815,Basic Materials,888.06,1576.76,2681.32,2180.39,3880.7,1201.91
515,Technology,260.95,424.59,445.82,504.52,315.07,135.91
8073,Basic Materials,,,,,552.0,306.8
485,Real Estate,499.41,402.69,292.06,547.61,540.84,143.16
1004,Utilities,1095.12,6955.54,7501.77,7874.45,9374.35,7499.48
8325,Industrials,1152.0,1181.95,2524.17,2455.64,1808.61,838.54
155,Energy,276.93,276.93,276.93,276.93,276.93,276.93
1668,Real Estate,13620.45,28363.88,13998.8,12970.23,16416.55,9010.01
326,Consumer Cyclicals,1094.11,2151.86,587.42,424.74,447.33,2436.96
3838,Consumer Non-Cyclicals,1324.26,1031.29,905.38,1019.3,1828.75,1013.31
235,Basic Materials,521.58,765.72,3703.32,3006.82,1409.98,866.37
3623,Financials,1192.45,1122.06,1652.42,1162.46,774.98,372.49
2002,Basic Materials,593.92,489.58,786.54,1115.6,1646.92,1024.2
956,Utilities,3964.23,2979.18,2280.36,1839.0,3806.74,3714.79
3708,Industrials,,,895.04,4430.45,4117.18,1225.09
674,Real Estate,335.31,373.63,488.59,371.83,258.67,208.01
491,Consumer Cyclicals,146.46,612.73,885.34,619.74,764.77,427.37
8111,Energy,105.08,138.71,200.23,203.06,114.4,216.14
1600,Utilities,6093.52,6706.19,6905.76,7075.74,6086.13,6373.12
557,Healthcare,757.25,489.53,623.39,1835.76,1196.94,410.95
1427,Real Estate,,,,,,
6162,Consumer Cyclicals,,,,,,
3398,Consumer Cyclicals,1238.89,766.43,839.93,986.91,797.93,797.93
2188,Industrials,356.9,604.47,1748.36,1082.32,860.3,629.04
952,Financials,322.17,543.61,1918.93,1970.01,6595.37,4090.05
389,Consumer Non-Cyclicals,805.21,583.78,523.38,495.2,241.56,255.65
1332,Basic Materials,106.39,1023.61,1123.1,3135.14,2694.26,1322.64
8171,Technology,338.38,199.05,1427.99,726.06,512.59,427.16
8265,Consumer Cyclicals,142.5,169.5,1064.25,6481.82,7271.09,3879.36
2330,Real Estate,433.07,367.17,579.3,388.74,361.3,310.2
648,Healthcare,501.17,391.0,329.18,280.39,123.89,123.89
6966,Consumer Non-Cyclicals,,,,,280.0,270.0
1129,Utilities,1987.49,2011.82,2602.36,2059.53,2698.15,2873.77
3778,Consumer Cyclicals,941.62,922.19,763.93,751.41,788.98,557.3
1822,Technology,234.18,1285.63,1555.53,2275.49,1957.08,749.18
1885,Basic Materials,,113.0,3080.0,2480.0,2000.0,1970.0
2779,Academic & Educational Services,,,,,,3104.56
1866,Basic Materials,2330.0,2180.0,3130.0,2470.0,3339.52,2999.35
8230,Consumer Cyclicals,,,720.9,332.1,461.7,202.5
1068,Consumer Non-Cyclicals,9077.32,5741.67,3007.54,2096.17,1476.43,1166.56
1728,Consumer Cyclicals,10983.95,7624.67,7890.41,4995.05,17920.41,11460.84
1492,Consumer Non-Cyclicals,,,2281.16,2087.11,1630.56,1152.26
1333,Basic Materials,12975.13,18746.18,21688.89,17983.25,23323.73,18909.66
1123,Technology,734.9,580.81,468.2,527.47,474.13,349.67
1678,Industrials,3258.0,3240.0,1386.0,1157.1,407.68,412.3
673,Healthcare,136.16,198.15,487.59,518.41,545.99,347.95
8009,Energy,455.3,242.05,334.8,287.28,103.68,53.01
8272,Consumer Cyclicals,380.42,269.46,290.6,250.97,53.89,31.7
681,Energy,1161.99,951.46,993.13,812.56,743.91,598.61
8089,Financials,148.68,432.52,697.57,269.96,181.96,78.58
3728,Industrials,,,,340.0,380.0,242.11
997,Consumer Cyclicals,1233.93,1530.06,1842.51,536.0,683.72,1242.37
385,Industrials,356.94,428.33,612.75,636.54,868.55,713.88
216,Real Estate,661.64,689.21,898.73,953.87,1946.33,1405.99
1556,Industrials,,,570.0,570.0,465.0,375.0
632,Energy,842.79,680.72,1346.89,860.06,801.64,324.55
8537,Consumer Cyclicals,,,,,,
1111,Financials,15094.5,7464.6,10544.4,9774.45,10948.95,12856.79
1609,Industrials,,,,367.1,1460.77,3450.78
8207,Financials,1972.21,5604.81,11741.88,20016.77,23036.24,2290.99
1053,Basic Materials,656.51,920.2,645.75,1216.17,1054.73,618.85
2722,Industrials,1089.18,1331.23,1122.19,990.17,902.15,572.1
3618,Financials,9450.14,12139.41,11787.54,11435.68,13873.62,10556.01
116,Consumer Cyclicals,14959.92,13843.01,8637.5,9747.64,12780.25,7871.78
1210,Consumer Non-Cyclicals,848.56,464.69,489.94,515.2,626.32,525.3
641,Industrials,1251.78,1450.3,2790.32,2657.97,2563.51,1067.21
